a,b,c,ground truth lat,ground truth lon,camera lat,camera lon
13,-243,243,32.703070333,-117.2335715,32.70297,-117.234631
12,-246,246,32.703070333,-117.2335715,,
12,-245,245,32.703070333,-117.2335715,,
12,-246,246,32.703070333,-117.2335715,,
11,-247,247,32.703070333,-117.2335715,,
12,-247,247,32.703070333,-117.2335715,,
12,-248,248,32.703070333,-117.2335715,,
9,-247,247,32.703070333,-117.2335715,,
12,-245,245,32.703070333,-117.2335715,,
8,-252,252,32.703070333,-117.2335715,,
9,-251,251,32.703070333,-117.2335715,,
8,-254,254,32.703070333,-117.2335715,,
11,-255,255,32.703070333,-117.2335715,,
9,-253,253,32.703070333,-117.2335715,,
12,-256,256,32.703070333,-117.2335715,,
9,-257,257,32.703070333,-117.2335715,,
12,-257,257,32.7029464668,-117.2335001002,,
13,-257,257,32.7029464668,-117.2335001002,,
11,-258,258,32.7029464668,-117.2335001002,,
11,-259,259,32.7029464668,-117.2335001002,,
11,-260,260,32.7029464668,-117.2335001002,,
11,-262,262,32.7029464668,-117.2335001002,,
11,-262,262,32.7029464668,-117.2335001002,,
11,-259,259,32.7029464668,-117.2335001002,,
9,-265,265,32.7029464668,-117.2335001002,,
11,-263,263,32.7029464668,-117.2335001002,,
9,-266,266,32.7029464668,-117.2335001002,,
11,-267,267,32.7029464668,-117.2335001002,,
9,-267,267,32.7029464668,-117.2335001002,,
12,-269,269,32.7029464668,-117.2335001002,,
11,-269,269,32.7029464668,-117.2335001002,,
9,-271,271,32.7029464668,-117.2335001002,,
11,-270,270,32.7029464668,-117.2335001002,,
11,-273,273,32.7029464668,-117.2335001002,,
12,-274,274,32.7029464668,-117.2335001002,,
11,-274,274,32.7029464668,-117.2335001002,,
11,-275,275,32.7029464668,-117.2335001002,,
12,-279,279,32.7029464668,-117.2335001002,,
11,-278,278,32.7029464668,-117.2335001002,,
12,-279,279,32.7029464668,-117.2335001002,,
8,-281,281,32.7029464668,-117.2335001002,,
12,-280,280,32.7029252002,-117.2334850668,,
9,-285,285,32.7029252002,-117.2334850668,,
11,-284,284,32.7029252002,-117.2334850668,,
9,-280,280,32.7029252002,-117.2334850668,,
12,-285,285,32.7029252002,-117.2334850668,,
12,-286,286,32.7029252002,-117.2334850668,,
9,-285,285,32.7029252002,-117.2334850668,,
11,-284,284,32.7029252002,-117.2334850668,,
11,-286,286,32.7029252002,-117.2334850668,,
13,-288,288,32.7029252002,-117.2334850668,,
12,-290,290,32.7029252002,-117.2334850668,,
12,-289,289,32.7029252002,-117.2334850668,,
12,-291,291,32.7029252002,-117.2334850668,,
11,-293,293,32.7029252002,-117.2334850668,,
12,-294,294,32.7029252002,-117.2334850668,,
11,-296,296,32.7029252002,-117.2334850668,,
12,-294,294,32.7029252002,-117.2334850668,,
12,-294,294,32.7029252002,-117.2334850668,,
12,-299,299,32.7029252002,-117.2334850668,,
13,-300,300,32.7029252002,-117.2334850668,,
12,-299,299,32.7029252002,-117.2334850668,,
12,-301,301,32.7029252002,-117.2334850668,,
12,-300,300,32.7029252002,-117.2334850668,,
9,-301,301,32.7029252002,-117.2334850668,,
11,-302,302,32.7029252002,-117.2334850668,,
12,-305,305,32.7029039336,-117.2334700334,,
12,-304,304,32.7029039336,-117.2334700334,,
13,-305,305,32.7029039336,-117.2334700334,,
12,-307,307,32.7029039336,-117.2334700334,,
12,-304,304,32.7029039336,-117.2334700334,,
11,-308,308,32.7029039336,-117.2334700334,,
9,-309,309,32.7029039336,-117.2334700334,,
9,-310,310,32.7029039336,-117.2334700334,,
12,-310,310,32.7029039336,-117.2334700334,,
11,-311,311,32.7029039336,-117.2334700334,,
9,-314,314,32.7029039336,-117.2334700334,,
11,-312,312,32.7029039336,-117.2334700334,,
12,-313,313,32.7029039336,-117.2334700334,,
12,-315,315,32.7029039336,-117.2334700334,,
11,-315,315,32.7029039336,-117.2334700334,,
12,-316,316,32.7029039336,-117.2334700334,,
11,-316,316,32.7029039336,-117.2334700334,,
9,-316,316,32.7029039336,-117.2334700334,,
11,-318,318,32.7029039336,-117.2334700334,,
12,-319,319,32.7029039336,-117.2334700334,,
9,-320,320,32.7029039336,-117.2334700334,,
11,-321,321,32.7029039336,-117.2334700334,,
12,-321,321,32.7029039336,-117.2334700334,,
9,-320,320,32.7029039336,-117.2334700334,,
11,-322,322,32.7029039336,-117.2334700334,,
9,-324,324,32.702882667,-117.233455,,
8,-325,325,32.702882667,-117.233455,,
9,-325,325,32.702882667,-117.233455,,
9,-325,325,32.702882667,-117.233455,,
8,-327,327,32.702882667,-117.233455,,
9,-327,327,32.702882667,-117.233455,,
8,-329,329,32.702882667,-117.233455,,
9,-329,329,32.702882667,-117.233455,,
8,-329,329,32.702882667,-117.233455,,
8,-331,331,32.702882667,-117.233455,,
9,-331,331,32.702882667,-117.233455,,
8,-333,333,32.702882667,-117.233455,,
9,-333,333,32.702882667,-117.233455,,
9,-334,334,32.702882667,-117.233455,,
9,-337,337,32.702882667,-117.233455,,
8,-336,336,32.702882667,-117.233455,,
7,-335,335,32.702882667,-117.233455,,
8,-335,335,32.702882667,-117.233455,,
11,-336,336,32.702882667,-117.233455,,
9,-337,337,32.702882667,-117.233455,,
9,-339,339,32.702882667,-117.233455,,
8,-341,341,32.702882667,-117.233455,,
7,-341,341,32.702882667,-117.233455,,
8,-342,342,32.702882667,-117.233455,,
9,-342,342,32.702882667,-117.233455,,
9,-343,343,32.702859917,-117.23343825,,
7,-344,344,32.702859917,-117.23343825,,
8,-343,343,32.702859917,-117.23343825,,
7,-344,344,32.702859917,-117.23343825,,
8,-345,345,32.702859917,-117.23343825,,
8,-346,346,32.702859917,-117.23343825,,
11,-346,346,32.702859917,-117.23343825,,
8,-345,345,32.702859917,-117.23343825,,
7,-345,345,32.702859917,-117.23343825,,
9,-346,346,32.702859917,-117.23343825,,
8,-346,346,32.702859917,-117.23343825,,
9,-346,346,32.702859917,-117.23343825,,
9,-347,347,32.702859917,-117.23343825,,
8,-349,349,32.702859917,-117.23343825,,
8,-349,349,32.702859917,-117.23343825,,
8,-347,347,32.702859917,-117.23343825,,
7,-346,346,32.702859917,-117.23343825,,
8,-346,346,32.702859917,-117.23343825,,
9,-344,344,32.702859917,-117.23343825,,
8,-345,345,32.702859917,-117.23343825,,
5,-349,349,32.702837167,-117.2334215,,
6,-349,349,32.702837167,-117.2334215,,
9,-355,355,32.702837167,-117.2334215,,
7,-356,356,32.702837167,-117.2334215,,
7,-353,353,32.702837167,-117.2334215,,
6,-355,355,32.702837167,-117.2334215,,
7,-357,357,32.702837167,-117.2334215,,
8,-355,355,32.702837167,-117.2334215,,
11,-356,356,32.702837167,-117.2334215,,
9,-356,356,32.702837167,-117.2334215,,
9,-357,357,32.702837167,-117.2334215,,
9,-360,360,32.702837167,-117.2334215,,
7,-361,361,32.702837167,-117.2334215,,
9,-359,359,32.702837167,-117.2334215,,
13,-359,359,32.702837167,-117.2334215,,
12,-359,359,32.702837167,-117.2334215,,
9,-363,363,32.702837167,-117.2334215,,
8,-361,361,32.702837167,-117.2334215,,
8,-359,359,32.702837167,-117.2334215,,
8,-358,358,32.702837167,-117.2334215,,
11,-360,360,32.702837167,-117.2334215,,
7,-364,364,32.702837167,-117.2334215,,
8,-368,368,32.702837167,-117.2334215,,
11,-365,365,32.702837167,-117.2334215,,
9,-369,369,32.702837167,-117.2334215,,
8,-370,370,32.702817333,-117.233408667,,
12,-364,364,32.702817333,-117.233408667,,
8,-369,369,32.702817333,-117.233408667,,
9,-368,368,32.702817333,-117.233408667,,
11,-370,370,32.702817333,-117.233408667,,
9,-371,371,32.702817333,-117.233408667,,
7,-372,372,32.702817333,-117.233408667,,
9,-373,373,32.702817333,-117.233408667,,
8,-372,372,32.702817333,-117.233408667,,
8,-372,372,32.702817333,-117.233408667,,
11,-373,373,32.702817333,-117.233408667,,
11,-373,373,32.702817333,-117.233408667,,
8,-375,375,32.702817333,-117.233408667,,
8,-379,379,32.702817333,-117.233408667,,
8,-375,375,32.702817333,-117.233408667,,
9,-379,379,32.702817333,-117.233408667,,
8,-379,379,32.702817333,-117.233408667,,
9,-380,380,32.702817333,-117.233408667,,
8,-382,382,32.702817333,-117.233408667,,
8,-384,384,32.702817333,-117.233408667,,
9,-384,384,32.702817333,-117.233408667,,
7,-384,384,32.702817333,-117.233408667,,
7,-387,387,32.702817333,-117.233408667,,
6,-386,386,32.702817333,-117.233408667,,
8,-384,384,32.702817333,-117.233408667,,
9,-387,387,32.702797333,-117.233401333,,
8,-390,390,32.702797333,-117.233401333,,
7,-390,390,32.702797333,-117.233401333,,
8,-389,389,32.702797333,-117.233401333,,
8,-388,388,32.702797333,-117.233401333,,
5,-392,392,32.702797333,-117.233401333,,
4,-392,392,32.702797333,-117.233401333,,
5,-392,392,32.702797333,-117.233401333,,
5,-393,393,32.702797333,-117.233401333,,
5,-394,394,32.702797333,-117.233401333,,
6,-395,395,32.702797333,-117.233401333,,
7,-393,393,32.702797333,-117.233401333,,
5,-394,394,32.702797333,-117.233401333,,
7,-399,399,32.702797333,-117.233401333,,
8,-400,400,32.702797333,-117.233401333,,
6,-399,399,32.702797333,-117.233401333,,
7,-401,401,32.702797333,-117.233401333,,
8,-402,402,32.702797333,-117.233401333,,
7,-403,403,32.702797333,-117.233401333,,
6,-402,402,32.702797333,-117.233401333,,
6,-402,402,32.702797333,-117.233401333,,
6,-404,404,32.702797333,-117.233401333,,
8,-404,404,32.702797333,-117.233401333,,
7,-406,406,32.702797333,-117.233401333,,
7,-405,405,32.702797333,-117.233401333,,
8,-407,407,32.702770833,-117.233401167,,
7,-410,410,32.702770833,-117.233401167,,
6,-407,407,32.702770833,-117.233401167,,
6,-410,410,32.702770833,-117.233401167,,
5,-410,410,32.702770833,-117.233401167,,
6,-412,412,32.702770833,-117.233401167,,
8,-414,414,32.702770833,-117.233401167,,
7,-413,413,32.702770833,-117.233401167,,
6,-414,414,32.702770833,-117.233401167,,
5,-415,415,32.702770833,-117.233401167,,
6,-415,415,32.702770833,-117.233401167,,
4,-416,416,32.702770833,-117.233401167,,
5,-418,418,32.702770833,-117.233401167,,
7,-421,421,32.702770833,-117.233401167,,
7,-421,421,32.702770833,-117.233401167,,
6,-423,423,32.702770833,-117.233401167,,
7,-422,422,32.702770833,-117.233401167,,
7,-423,423,32.702770833,-117.233401167,,
6,-420,420,32.702770833,-117.233401167,,
6,-422,422,32.702770833,-117.233401167,,
6,-423,423,32.702770833,-117.233401167,,
5,-427,427,32.702770833,-117.233401167,,
6,-427,427,32.702770833,-117.233401167,,
6,-429,429,32.702770833,-117.233401167,,
5,-428,428,32.702770833,-117.233401167,,
5,-431,431,32.7027455,-117.233410333,,
7,-431,431,32.7027455,-117.233410333,,
6,-431,431,32.7027455,-117.233410333,,
8,-433,433,32.7027455,-117.233410333,,
7,-433,433,32.7027455,-117.233410333,,
6,-435,435,32.7027455,-117.233410333,,
6,-434,434,32.7027455,-117.233410333,,
6,-435,435,32.7027455,-117.233410333,,
7,-437,437,32.7027455,-117.233410333,,
5,-437,437,32.7027455,-117.233410333,,
6,-437,437,32.7027455,-117.233410333,,
7,-439,439,32.7027455,-117.233410333,,
6,-438,438,32.7027455,-117.233410333,,
6,-441,441,32.7027455,-117.233410333,,
6,-440,440,32.7027455,-117.233410333,,
6,-443,443,32.7027455,-117.233410333,,
6,-441,441,32.7027455,-117.233410333,,
8,-444,444,32.7027455,-117.233410333,,
6,-445,445,32.7027455,-117.233410333,,
5,-445,445,32.7027455,-117.233410333,,
5,-445,445,32.7027455,-117.233410333,,
6,-448,448,32.7027455,-117.233410333,,
7,-449,449,32.7027235,-117.233426333,,
6,-450,450,32.7027235,-117.233426333,,
6,-450,450,32.7027235,-117.233426333,,
5,-449,449,32.7027235,-117.233426333,,
5,-450,450,32.7027235,-117.233426333,,
4,-449,449,32.7027235,-117.233426333,,
6,-452,452,32.7027235,-117.233426333,,
5,-452,452,32.7027235,-117.233426333,,
7,-452,452,32.7027235,-117.233426333,,
8,-455,455,32.7027235,-117.233426333,,
7,-455,455,32.7027235,-117.233426333,,
5,-456,456,32.7027235,-117.233426333,,
7,-458,458,32.7027235,-117.233426333,,
7,-457,457,32.7027235,-117.233426333,,
7,-459,459,32.7027235,-117.233426333,,
5,-458,458,32.7027235,-117.233426333,,
6,-461,461,32.7027235,-117.233426333,,
6,-460,460,32.7027235,-117.233426333,,
7,-458,458,32.7027235,-117.233426333,,
6,-459,459,32.7027235,-117.233426333,,
6,-461,461,32.7027235,-117.233426333,,
7,-463,463,32.7027235,-117.233426333,,
7,-465,465,32.7027235,-117.233426333,,
8,-463,463,32.7027235,-117.233426333,,
8,-462,462,32.7027235,-117.233426333,,
8,-467,467,32.702712333,-117.233436833,,
6,-467,467,32.702712333,-117.233436833,,
9,-465,465,32.702712333,-117.233436833,,
6,-466,466,32.702712333,-117.233436833,,
7,-467,467,32.702712333,-117.233436833,,
8,-462,462,32.702712333,-117.233436833,,
6,-465,465,32.702712333,-117.233436833,,
6,-467,467,32.702712333,-117.233436833,,
7,-470,470,32.702712333,-117.233436833,,
4,-471,471,32.702712333,-117.233436833,,
7,-469,469,32.702712333,-117.233436833,,
2,-472,472,32.702712333,-117.233436833,,
5,-472,472,32.702712333,-117.233436833,,
6,-473,473,32.702712333,-117.233436833,,
7,-474,474,32.702712333,-117.233436833,,
4,-475,475,32.702712333,-117.233436833,,
6,-473,473,32.702712333,-117.233436833,,
4,-474,474,32.702712333,-117.233436833,,
2,-474,474,32.702712333,-117.233436833,,
3,-472,472,32.702712333,-117.233436833,,
6,-477,477,32.702712333,-117.233436833,,
3,-474,474,32.702712333,-117.233436833,,
6,-474,474,32.702712333,-117.233436833,,
7,-481,481,32.702712333,-117.233436833,,
4,-479,479,32.702712333,-117.233436833,,
4,-478,478,32.702698167,-117.2334565,,
4,-481,481,32.702698167,-117.2334565,,
4,-480,480,32.702698167,-117.2334565,,
3,-477,477,32.702698167,-117.2334565,,
3,-478,478,32.702698167,-117.2334565,,
5,-478,478,32.702698167,-117.2334565,,
6,-483,483,32.702698167,-117.2334565,,
4,-483,483,32.702698167,-117.2334565,,
4,-481,481,32.702698167,-117.2334565,,
3,-484,484,32.702698167,-117.2334565,,
6,-483,483,32.702698167,-117.2334565,,
7,-485,485,32.702698167,-117.2334565,,
6,-484,484,32.702698167,-117.2334565,,
3,-484,484,32.702698167,-117.2334565,,
4,-489,489,32.702698167,-117.2334565,,
7,-483,483,32.702698167,-117.2334565,,
3,-484,484,32.702698167,-117.2334565,,
4,-486,486,32.702698167,-117.2334565,,
3,-488,488,32.702698167,-117.2334565,,
2,-490,490,32.702698167,-117.2334565,,
4,-489,489,32.702698167,-117.2334565,,
2,-490,490,32.702698167,-117.2334565,,
4,-489,489,32.702698167,-117.2334565,,
3,-486,486,32.702698167,-117.2334565,,
5,-491,491,32.702698167,-117.2334565,,
4,-486,486,32.7026865,-117.233489167,,
5,-488,488,32.7026865,-117.233489167,,
3,-493,493,32.7026865,-117.233489167,,
7,-490,490,32.7026865,-117.233489167,,
6,-489,489,32.7026865,-117.233489167,,
9,-492,492,32.7026865,-117.233489167,,
5,-493,493,32.7026865,-117.233489167,,
4,-495,495,32.7026865,-117.233489167,,
5,-497,497,32.7026865,-117.233489167,,
4,-497,497,32.7026865,-117.233489167,,
7,-495,495,32.7026865,-117.233489167,,
6,-493,493,32.7026865,-117.233489167,,
5,-497,497,32.7026865,-117.233489167,,
4,-494,494,32.7026865,-117.233489167,,
6,-499,499,32.7026865,-117.233489167,,
6,-497,497,32.7026865,-117.233489167,,
6,-500,500,32.7026865,-117.233489167,,
7,-496,496,32.7026865,-117.233489167,,
6,-496,496,32.7026865,-117.233489167,,
7,-497,497,32.7026865,-117.233489167,,
2,-499,499,32.7026865,-117.233489167,,
7,-502,502,32.7026865,-117.233489167,,
4,-502,502,32.7026865,-117.233489167,,
6,-500,500,32.7026865,-117.233489167,,
6,-499,499,32.7026865,-117.233489167,,
4,-500,500,32.702682667,-117.233522,,
6,-503,503,32.702682667,-117.233522,,
7,-504,504,32.702682667,-117.233522,,
7,-503,503,32.702682667,-117.233522,,
3,-501,501,32.702682667,-117.233522,,
1,-500,500,32.702682667,-117.233522,,
4,-505,505,32.702682667,-117.233522,,
4,-503,503,32.702682667,-117.233522,,
1,-503,503,32.702682667,-117.233522,,
3,-507,507,32.702682667,-117.233522,,
3,-507,507,32.702682667,-117.233522,,
4,-504,504,32.702682667,-117.233522,,
6,-503,503,32.702682667,-117.233522,,
8,-509,509,32.702682667,-117.233522,,
4,-504,504,32.702682667,-117.233522,,
5,-508,508,32.702682667,-117.233522,,
9,-508,508,32.702682667,-117.233522,,
6,-511,511,32.702682667,-117.233522,,
7,-508,508,32.702682667,-117.233522,,
6,-509,509,32.702686,-117.2335525,,
6,-507,507,32.702686,-117.2335525,,
6,-512,512,32.702686,-117.2335525,,
4,-509,509,32.702686,-117.2335525,,
4,-511,511,32.702686,-117.2335525,,
6,-509,509,32.702686,-117.2335525,,
4,-513,513,32.702686,-117.2335525,,
3,-509,509,32.702686,-117.2335525,,
3,-508,508,32.702686,-117.2335525,,
5,-513,513,32.702686,-117.2335525,,
3,-507,507,32.702686,-117.2335525,,
5,-511,511,32.702686,-117.2335525,,
2,-509,509,32.702686,-117.2335525,,
4,-511,511,32.702686,-117.2335525,,
6,-512,512,32.702686,-117.2335525,,
5,-514,514,32.702686,-117.2335525,,
5,-513,513,32.702686,-117.2335525,,
7,-515,515,32.702686,-117.2335525,,
6,-509,509,32.702686,-117.2335525,,
4,-513,513,32.702686,-117.2335525,,
7,-515,515,32.702686,-117.2335525,,
6,-515,515,32.702686,-117.2335525,,
11,-517,517,32.702686,-117.2335525,,
11,-517,517,32.702686,-117.2335525,,
8,-517,517,32.702686,-117.2335525,,
11,-518,518,32.7026855,-117.2335675,,
8,-517,517,32.7026855,-117.2335675,,
7,-516,516,32.7026855,-117.2335675,,
6,-519,519,32.7026855,-117.2335675,,
11,-519,519,32.7026855,-117.2335675,,
8,-520,520,32.7026855,-117.2335675,,
7,-519,519,32.7026855,-117.2335675,,
8,-518,518,32.7026855,-117.2335675,,
6,-520,520,32.7026855,-117.2335675,,
4,-522,522,32.7026855,-117.2335675,,
4,-517,517,32.7026855,-117.2335675,,
4,-523,523,32.7026855,-117.2335675,,
5,-519,519,32.7026855,-117.2335675,,
7,-519,519,32.7026855,-117.2335675,,
5,-520,520,32.7026855,-117.2335675,,
4,-523,523,32.7026855,-117.2335675,,
4,-523,523,32.7026855,-117.2335675,,
7,-519,519,32.7026855,-117.2335675,,
5,-523,523,32.7026855,-117.2335675,,
6,-520,520,32.7026855,-117.2335675,,
7,-524,524,32.7026855,-117.2335675,,
9,-523,523,32.7026855,-117.2335675,,
7,-520,520,32.7026855,-117.2335675,,
5,-524,524,32.7026855,-117.2335675,,
7,-522,522,32.7026855,-117.2335675,,
7,-524,524,32.7026895368889,-117.233600611111,,
8,-524,524,32.7026895368889,-117.233600611111,,
8,-526,526,32.7026895368889,-117.233600611111,,
8,-526,526,32.7026895368889,-117.233600611111,,
8,-525,525,32.7026895368889,-117.233600611111,,
9,-523,523,32.7026895368889,-117.233600611111,,
9,-524,524,32.7026895368889,-117.233600611111,,
7,-525,525,32.7026895368889,-117.233600611111,,
7,-527,527,32.7026895368889,-117.233600611111,,
6,-528,528,32.7026895368889,-117.233600611111,,
8,-526,526,32.7026895368889,-117.233600611111,,
5,-528,528,32.7026895368889,-117.233600611111,,
9,-525,525,32.7026895368889,-117.233600611111,,
9,-528,528,32.7026895368889,-117.233600611111,,
8,-527,527,32.7026895368889,-117.233600611111,,
11,-528,528,32.7026895368889,-117.233600611111,,
9,-528,528,32.7026895368889,-117.233600611111,,
12,-529,529,32.7026895368889,-117.233600611111,,
7,-527,527,32.7026895368889,-117.233600611111,,
8,-530,530,32.7026895368889,-117.233600611111,,
7,-530,530,32.7026895368889,-117.233600611111,,
8,-531,531,32.7026895368889,-117.233600611111,,
5,-531,531,32.7026895368889,-117.233600611111,,
7,-529,529,32.7026895368889,-117.233600611111,,
4,-529,529,32.7026895368889,-117.233600611111,,
6,-530,530,32.702690833,-117.233622,,
9,-530,530,32.702690833,-117.233622,,
5,-534,534,32.702690833,-117.233622,,
5,-533,533,32.702690833,-117.233622,,
5,-530,530,32.702690833,-117.233622,,
6,-533,533,32.702690833,-117.233622,,
7,-533,533,32.702690833,-117.233622,,
7,-533,533,32.702690833,-117.233622,,
6,-529,529,32.702690833,-117.233622,,
7,-533,533,32.702690833,-117.233622,,
3,-532,532,32.702690833,-117.233622,,
4,-536,536,32.702690833,-117.233622,,
5,-536,536,32.702690833,-117.233622,,
5,-535,535,32.702690833,-117.233622,,
6,-535,535,32.702690833,-117.233622,,
4,-536,536,32.702690833,-117.233622,,
9,-534,534,32.702690833,-117.233622,,
4,-535,535,32.702690833,-117.233622,,
3,-538,538,32.702690833,-117.233622,,
2,-538,538,32.702690833,-117.233622,,
7,-537,537,32.702690833,-117.233622,,
6,-537,537,32.702690833,-117.233622,,
7,-537,537,32.702690833,-117.233622,,
4,-538,538,32.702690833,-117.233622,,
7,-537,537,32.702690833,-117.233622,,
7,-536,536,32.70269175,-117.2336580835,,
5,-537,537,32.70269175,-117.2336580835,,
5,-535,535,32.70269175,-117.2336580835,,
5,-539,539,32.70269175,-117.2336580835,,
2,-539,539,32.70269175,-117.2336580835,,
7,-537,537,32.70269175,-117.2336580835,,
4,-534,534,32.70269175,-117.2336580835,,
5,-534,534,32.70269175,-117.2336580835,,
5,-537,537,32.70269175,-117.2336580835,,
3,-538,538,32.70269175,-117.2336580835,,
5,-534,534,32.70269175,-117.2336580835,,
4,-534,534,32.70269175,-117.2336580835,,
3,-541,541,32.70269175,-117.2336580835,,
4,-540,540,32.70269175,-117.2336580835,,
7,-537,537,32.70269175,-117.2336580835,,
7,-540,540,32.70269175,-117.2336580835,,
5,-539,539,32.70269175,-117.2336580835,,
6,-539,539,32.70269175,-117.2336580835,,
5,-541,541,32.70269175,-117.2336580835,,
5,-541,541,32.70269175,-117.2336580835,,
2,-540,540,32.702692667,-117.233694167,,
9,-539,539,32.702692667,-117.233694167,,
6,-541,541,32.702692667,-117.233694167,,
5,-541,541,32.702692667,-117.233694167,,
5,-540,540,32.702692667,-117.233694167,,
9,-541,541,32.702692667,-117.233694167,,
9,-541,541,32.702692667,-117.233694167,,
8,-543,543,32.702692667,-117.233694167,,
6,-543,543,32.702692667,-117.233694167,,
4,-540,540,32.702692667,-117.233694167,,
9,-542,542,32.702692667,-117.233694167,,
9,-541,541,32.702692667,-117.233694167,,
7,-542,542,32.702692667,-117.233694167,,
7,-545,545,32.702692667,-117.233694167,,
6,-541,541,32.702692667,-117.233694167,,
5,-543,543,32.702692667,-117.233694167,,
8,-543,543,32.702692667,-117.233694167,,
7,-543,543,32.702692667,-117.233694167,,
6,-546,546,32.702692667,-117.233694167,,
5,-546,546,32.702692667,-117.233694167,,
6,-545,545,32.702692667,-117.233694167,,
6,-545,545,32.702692667,-117.233694167,,
5,-545,545,32.702692667,-117.233694167,,
2,-543,543,32.702692667,-117.233694167,,
3,-546,546,32.702692667,-117.233694167,,
3,-543,543,32.702695667,-117.233719833,,
4,-543,543,32.702695667,-117.233719833,,
7,-545,545,32.702695667,-117.233719833,,
4,-545,545,32.702695667,-117.233719833,,
11,-545,545,32.702695667,-117.233719833,,
8,-542,542,32.702695667,-117.233719833,,
6,-545,545,32.702695667,-117.233719833,,
3,-546,546,32.702695667,-117.233719833,,
3,-541,541,32.702695667,-117.233719833,,
1,-541,541,32.702695667,-117.233719833,,
3,-543,543,32.702695667,-117.233719833,,
6,-547,547,32.702695667,-117.233719833,,
4,-543,543,32.702695667,-117.233719833,,
4,-547,547,32.702695667,-117.233719833,,
6,-545,545,32.702695667,-117.233719833,,
5,-545,545,32.702695667,-117.233719833,,
4,-545,545,32.702695667,-117.233719833,,
5,-545,545,32.702695667,-117.233719833,,
5,-546,546,32.702695667,-117.233719833,,
3,-546,546,32.702695667,-117.233719833,,
8,-546,546,32.702695667,-117.233719833,,
3,-547,547,32.702695667,-117.233719833,,
3,-546,546,32.702695667,-117.233719833,,
6,-543,543,32.702695667,-117.233719833,,
4,-547,547,32.702695667,-117.233719833,,
5,-546,546,32.702700833,-117.233752,,
7,-542,542,32.702700833,-117.233752,,
11,-546,546,32.702700833,-117.233752,,
6,-545,545,32.702700833,-117.233752,,
2,-547,547,32.702700833,-117.233752,,
5,-546,546,32.702700833,-117.233752,,
6,-547,547,32.702700833,-117.233752,,
2,-542,542,32.702700833,-117.233752,,
8,-545,545,32.702700833,-117.233752,,
6,-546,546,32.702700833,-117.233752,,
1,-546,546,32.702700833,-117.233752,,
3,-546,546,32.702700833,-117.233752,,
6,-547,547,32.702700833,-117.233752,,
11,-546,546,32.702700833,-117.233752,,
8,-547,547,32.702700833,-117.233752,,
7,-545,545,32.702700833,-117.233752,,
6,-547,547,32.702700833,-117.233752,,
5,-545,545,32.702700833,-117.233752,,
5,-547,547,32.702700833,-117.233752,,
4,-547,547,32.702700833,-117.233752,,
4,-545,545,32.702700833,-117.233752,,
9,-542,542,32.702700833,-117.233752,,
3,-547,547,32.702700833,-117.233752,,
7,-548,548,32.702700833,-117.233752,,
5,-545,545,32.702700833,-117.233752,,
5,-545,545,32.702711333,-117.233782,,
6,-548,548,32.702711333,-117.233782,,
6,-548,548,32.702711333,-117.233782,,
6,-548,548,32.702711333,-117.233782,,
3,-548,548,32.702711333,-117.233782,,
4,-545,545,32.702711333,-117.233782,,
2,-549,549,32.702711333,-117.233782,,
3,-549,549,32.702711333,-117.233782,,
4,-548,548,32.702711333,-117.233782,,
5,-549,549,32.702711333,-117.233782,,
5,-548,548,32.702711333,-117.233782,,
2,-543,543,32.702711333,-117.233782,,
5,-543,543,32.702711333,-117.233782,,
11,-547,547,32.702711333,-117.233782,,
7,-547,547,32.702711333,-117.233782,,
8,-546,546,32.702711333,-117.233782,,
4,-547,547,32.702711333,-117.233782,,
7,-545,545,32.702711333,-117.233782,,
6,-547,547,32.702711333,-117.233782,,
4,-545,545,32.702711333,-117.233782,,
6,-546,546,32.702711333,-117.233782,,
5,-546,546,32.702711333,-117.233782,,
5,-547,547,32.702711333,-117.233782,,
6,-547,547,32.702711333,-117.233782,,
6,-546,546,32.702711333,-117.233782,,
9,-548,548,32.702718,-117.233806167,,
5,-548,548,32.702718,-117.233806167,,
4,-549,549,32.702718,-117.233806167,,
8,-549,549,32.702718,-117.233806167,,
4,-550,550,32.702718,-117.233806167,,
6,-551,551,32.702718,-117.233806167,,
4,-550,550,32.702718,-117.233806167,,
8,-549,549,32.702718,-117.233806167,,
3,-549,549,32.702718,-117.233806167,,
5,-549,549,32.702718,-117.233806167,,
4,-547,547,32.702718,-117.233806167,,
3,-547,547,32.702718,-117.233806167,,
7,-548,548,32.702718,-117.233806167,,
1,-548,548,32.702718,-117.233806167,,
4,-550,550,32.702718,-117.233806167,,
2,-548,548,32.702718,-117.233806167,,
7,-551,551,32.702718,-117.233806167,,
4,-549,549,32.702718,-117.233806167,,
6,-550,550,32.702718,-117.233806167,,
6,-551,551,32.702718,-117.233806167,,
4,-549,549,32.702718,-117.233806167,,
3,-550,550,32.7027265,-117.233837,,
6,-551,551,32.7027265,-117.233837,,
6,-551,551,32.7027265,-117.233837,,
7,-550,550,32.7027265,-117.233837,,
4,-551,551,32.7027265,-117.233837,,
3,-549,549,32.7027265,-117.233837,,
3,-549,549,32.7027265,-117.233837,,
4,-553,553,32.7027265,-117.233837,,
2,-553,553,32.7027265,-117.233837,,
3,-552,552,32.7027265,-117.233837,,
2,-552,552,32.7027265,-117.233837,,
5,-551,551,32.7027265,-117.233837,,
6,-551,551,32.7027265,-117.233837,,
